pattern_id,sample_count,independent_sample_count,trade_count,ticker_count,sector_count,first_seen,last_seen,gross_pnl,net_pnl,avg_trade,median_trade,std_trade,winrate,avg_win,avg_loss,payoff_ratio,profit_factor,expectancy,max_drawdown,max_consecutive_losses,best_trade,worst_trade,top_5_trades_pnl,bottom_5_trades_pnl,pnl_without_best_trade,pnl_without_top_5_trades,pnl_without_worst_trade,sharpe,sortino,calmar,avg_holding_period_seconds,notes
PATTERN_000200,11,11,0,14,,2021-09-07T00:00:00+00:00,2022-11-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=66.
PATTERN_000490,32,32,0,16,,2021-10-27T00:00:00+00:00,2022-05-25T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=32; verified independent events=32; raw pattern sample_count=103.
PATTERN_000104,11,11,0,18,,2021-12-14T00:00:00+00:00,2022-11-07T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=59.
PATTERN_000238,9,9,0,8,,2021-09-10T00:00:00+00:00,2025-02-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=48.
PATTERN_000432,11,11,0,1,,2022-04-28T00:00:00+00:00,2024-05-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=52.
PATTERN_000105,11,11,0,15,,2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=63.
PATTERN_000298,11,11,0,3,,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=76.
PATTERN_000319,10,10,0,1,,2021-07-02T00:00:00+00:00,2026-02-26T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=79.
PATTERN_000068,11,11,0,3,,2021-08-19T00:00:00+00:00,2023-05-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=101.
PATTERN_000069,10,10,0,1,,2022-04-26T00:00:00+00:00,2023-05-15T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=34.
PATTERN_000618,11,11,0,17,,2021-08-27T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=60.
PATTERN_000013,11,11,0,7,,2021-10-01T00:00:00+00:00,2022-12-15T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=49.
PATTERN_000387,10,10,0,5,,2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=40.
PATTERN_000070,11,11,0,3,,2021-08-03T00:00:00+00:00,2025-11-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=93.
PATTERN_000467,10,10,0,11,,2021-10-11T00:00:00+00:00,2022-12-02T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=61.
PATTERN_000259,9,9,0,9,,2021-08-19T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=58.
PATTERN_000468,10,10,0,13,,2021-08-19T00:00:00+00:00,2022-04-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=54.
PATTERN_000014,10,10,0,15,,2021-12-17T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=73.
PATTERN_000058,11,11,0,4,,2021-07-13T00:00:00+00:00,2024-04-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=94.
PATTERN_000046,11,11,0,3,,2021-07-13T00:00:00+00:00,2021-09-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=92.
PATTERN_000619,9,9,0,11,,2021-08-19T00:00:00+00:00,2022-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=53.
PATTERN_000560,41,41,0,17,,2021-09-07T00:00:00+00:00,2023-06-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=41; verified independent events=41; raw pattern sample_count=101.
PATTERN_000514,9,9,0,5,,2021-09-20T00:00:00+00:00,2022-08-25T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=30.
PATTERN_000582,11,11,0,17,,2021-12-09T00:00:00+00:00,2022-05-25T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=78.
PATTERN_000786,11,11,0,18,,2021-08-27T00:00:00+00:00,2023-03-31T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=94.
PATTERN_000143,11,11,0,8,,2021-08-19T00:00:00+00:00,2025-03-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=84.
PATTERN_000537,11,11,0,10,,2021-09-07T00:00:00+00:00,2024-11-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=43.
PATTERN_000080,11,11,0,1,,2021-08-11T00:00:00+00:00,2026-01-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=80.
PATTERN_000561,11,11,0,6,,2021-10-27T00:00:00+00:00,2023-07-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=34.
PATTERN_000127,11,11,0,3,,2021-12-31T00:00:00+00:00,2024-10-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=53.
PATTERN_000015,11,11,0,9,,2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=59.
PATTERN_000035,10,10,0,13,,2021-09-20T00:00:00+00:00,2022-07-19T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=30.
PATTERN_000491,11,11,0,10,,2021-12-02T00:00:00+00:00,2025-03-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=80.
PATTERN_000144,11,11,0,3,,2021-09-20T00:00:00+00:00,2023-09-22T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=41.
PATTERN_000260,10,10,0,12,,2021-09-15T00:00:00+00:00,2021-12-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=96.
PATTERN_000515,11,11,0,13,,2021-08-19T00:00:00+00:00,2022-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=52.
PATTERN_000282,11,11,0,8,,2021-12-06T00:00:00+00:00,2026-02-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=114.
PATTERN_000201,10,10,0,21,,2021-08-19T00:00:00+00:00,2021-12-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=122.
PATTERN_000363,11,11,0,7,,2022-06-30T00:00:00+00:00,2025-05-30T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=64.
PATTERN_000388,11,11,0,16,,2021-12-14T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=97.
PATTERN_000081,11,11,0,1,,2021-07-02T00:00:00+00:00,2026-01-08T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=101.
PATTERN_000433,11,11,0,1,,2021-07-02T00:00:00+00:00,2024-06-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=144.
PATTERN_000283,10,10,0,8,,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=89.
PATTERN_000538,11,11,0,13,,2021-08-19T00:00:00+00:00,2025-03-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=78.
PATTERN_000744,11,11,0,19,,2021-08-23T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=126.
PATTERN_000583,11,11,0,16,,2021-09-20T00:00:00+00:00,2023-06-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=119.
PATTERN_000492,40,40,0,14,,2021-10-06T00:00:00+00:00,2025-02-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=40; verified independent events=40; raw pattern sample_count=124.
PATTERN_000106,9,9,0,12,,2021-12-22T00:00:00+00:00,2022-05-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=82.
PATTERN_000516,11,11,0,17,,2021-08-19T00:00:00+00:00,2023-01-04T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=90.
PATTERN_000175,11,11,0,2,,2021-07-02T00:00:00+00:00,2025-11-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=105.
PATTERN_000493,11,11,0,9,,2021-10-27T00:00:00+00:00,2024-07-29T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=41.
PATTERN_000299,11,11,0,3,,2021-09-07T00:00:00+00:00,2022-02-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=56.
PATTERN_000082,11,11,0,1,,2021-12-17T00:00:00+00:00,2026-05-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=58.
PATTERN_000311,9,9,0,1,,2021-07-02T00:00:00+00:00,2025-11-24T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=40.
PATTERN_000224,11,11,0,4,,2021-09-01T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=48.
PATTERN_000672,11,11,0,21,,2021-08-20T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=166.
PATTERN_000584,11,11,0,16,,2021-08-24T00:00:00+00:00,2022-02-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=88.
PATTERN_000176,9,9,0,2,,2021-07-02T00:00:00+00:00,2026-02-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=30.
PATTERN_000364,11,11,0,18,,2021-09-01T00:00:00+00:00,2022-06-16T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=111.
PATTERN_000411,11,11,0,11,,2021-09-10T00:00:00+00:00,2021-12-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=65.
PATTERN_000261,11,11,0,8,,2021-12-15T00:00:00+00:00,2023-01-04T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=41.
PATTERN_000160,10,10,0,6,,2021-09-23T00:00:00+00:00,2025-09-25T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=35.
PATTERN_000284,11,11,0,8,,2021-07-13T00:00:00+00:00,2025-11-19T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=644.
PATTERN_000202,10,10,0,6,,2021-10-22T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=47.
PATTERN_000315,10,10,0,1,,2022-06-03T00:00:00+00:00,2026-04-16T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=56.
PATTERN_000365,11,11,0,14,,2021-08-16T00:00:00+00:00,2024-08-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=57.
PATTERN_000059,11,11,0,3,,2021-11-04T00:00:00+00:00,2024-05-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=184.
PATTERN_000389,11,11,0,6,,2021-10-01T00:00:00+00:00,2022-12-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=30.
PATTERN_000653,11,11,0,24,,2021-08-20T00:00:00+00:00,2022-05-09T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=130.
PATTERN_000017,10,10,0,10,,2021-08-16T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=54.
PATTERN_000350,11,11,0,4,,2021-08-19T00:00:00+00:00,2025-04-29T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=75.
PATTERN_000620,31,31,0,21,,2021-08-19T00:00:00+00:00,2022-01-05T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=31; verified independent events=31; raw pattern sample_count=121.
PATTERN_000539,9,9,0,10,,2021-12-22T00:00:00+00:00,2023-05-01T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=9; verified independent events=9; raw pattern sample_count=78.
PATTERN_000435,10,10,0,2,,2021-08-06T00:00:00+00:00,2025-11-03T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=57.
PATTERN_000203,10,10,0,13,,2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=72.
PATTERN_000412,11,11,0,9,,2021-10-14T00:00:00+00:00,2023-05-18T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=60.
PATTERN_000517,11,11,0,16,,2021-09-07T00:00:00+00:00,2022-07-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=49.
PATTERN_000336,11,11,0,3,,2021-09-02T00:00:00+00:00,2022-02-15T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=66.
PATTERN_000128,10,10,0,4,,2021-11-04T00:00:00+00:00,2026-04-07T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=212.
PATTERN_000225,11,11,0,4,,2022-01-10T00:00:00+00:00,2025-05-21T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=124.
PATTERN_000351,11,11,0,4,,2021-08-16T00:00:00+00:00,2022-09-27T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=37.
PATTERN_000204,11,11,0,11,,2021-08-19T00:00:00+00:00,2021-12-14T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=55.
PATTERN_000182,10,10,0,4,,2021-09-20T00:00:00+00:00,2023-09-06T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=51.
PATTERN_000469,15,15,0,14,,2021-09-10T00:00:00+00:00,2022-02-28T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=15; verified independent events=15; raw pattern sample_count=110.
PATTERN_000366,11,11,0,19,,2021-12-01T00:00:00+00:00,2022-05-20T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=106.
PATTERN_000107,11,11,0,9,,2021-08-16T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=68.
PATTERN_000177,11,11,0,2,,2021-07-13T00:00:00+00:00,2026-04-15T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=129.
PATTERN_000337,11,11,0,4,,2022-01-03T00:00:00+00:00,2025-08-22T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=63.
PATTERN_000183,11,11,0,9,,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=11; verified independent events=11; raw pattern sample_count=125.
PATTERN_000285,10,10,0,8,,2021-12-09T00:00:00+00:00,2025-08-08T00:00:00+00:00,0,0,,,,,,,,,,,,,,,,,,,,,,,No closed_lab_trades/paper trades; operational performance columns intentionally blank. Exported events=10; verified independent events=10; raw pattern sample_count=87.
