pattern_id,sample_count,independent_sample_count,trade_count,ticker_count,sector_count,first_seen,last_seen,gross_pnl,net_pnl,avg_trade,median_trade,std_trade,winrate,avg_win,avg_loss,payoff_ratio,profit_factor,expectancy,max_drawdown,max_consecutive_losses,best_trade,worst_trade,top_5_trades_pnl,bottom_5_trades_pnl,pnl_without_best_trade,pnl_without_top_5_trades,pnl_without_worst_trade,sharpe,sortino,calmar,avg_holding_period_seconds,notes
PATTERN_000160,35,35,0,6,,2021-09-23T00:00:00+00:00,2025-09-25T00:00:00+00:00,0,0,,-0.55446,,0.45714,1.95873,0.92502,2.1175,1.78317,0.39327,4.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000284,644,644,0,8,,2021-07-13T00:00:00+00:00,2025-11-19T00:00:00+00:00,0,0,,-1.0,,0.38354,2.79268,0.96977,2.879734,1.79167,0.47328,26.85386,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000202,47,47,0,6,,2021-10-22T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,0.73403,,0.61702,1.61985,0.95546,1.695361,2.73141,0.63356,3.1983,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000059,184,184,0,3,,2021-11-04T00:00:00+00:00,2024-05-06T00:00:00+00:00,0,0,,-1.0,,0.41848,2.52924,0.97589,2.591727,1.86508,0.49093,18.97468,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000017,54,54,0,10,,2021-08-16T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,0.76278,,0.59259,1.63864,0.96358,1.700575,2.47357,0.57848,5.19872,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000203,72,72,0,13,,2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00,0,0,,0.77718,,0.56944,1.63758,0.99364,1.648062,2.1797,0.5047,5.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000128,212,212,0,4,,2021-11-04T00:00:00+00:00,2026-04-07T00:00:00+00:00,0,0,,-0.71449,,0.44811,2.56786,0.93147,2.756782,2.23841,0.63663,14.68703,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000225,124,124,0,4,,2022-01-10T00:00:00+00:00,2025-05-21T00:00:00+00:00,0,0,,-1.0,,0.3629,2.83466,0.97501,2.907314,1.65606,0.40753,13.73647,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000204,55,55,0,11,,2021-08-19T00:00:00+00:00,2021-12-14T00:00:00+00:00,0,0,,-1.0,,0.49091,1.43789,1.0,1.43789,1.38654,0.19678,8.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000182,51,51,0,4,,2021-09-20T00:00:00+00:00,2023-09-06T00:00:00+00:00,0,0,,-0.17455,,0.45098,2.4904,0.87386,2.849884,2.4277,0.66049,11.24009,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000107,68,68,0,9,,2021-08-16T00:00:00+00:00,2022-12-23T00:00:00+00:00,0,0,,0.82711,,0.54412,1.74134,0.99373,1.752327,2.09149,0.49447,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000177,129,129,0,2,,2021-07-13T00:00:00+00:00,2026-04-15T00:00:00+00:00,0,0,,-1.0,,0.3876,2.2029,0.94712,2.325893,1.47208,0.27382,20.83405,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000183,125,125,0,9,,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.416,2.15517,0.96906,2.22398,1.58421,0.33062,16.52072,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000285,87,87,0,8,,2021-12-09T00:00:00+00:00,2025-08-08T00:00:00+00:00,0,0,,-0.42813,,0.42529,1.99012,0.89267,2.229402,1.64976,0.33335,6.36922,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000262,182,182,0,19,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,-1.0,,0.45055,1.89918,0.95165,1.995671,1.63644,0.33279,24.70485,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000060,105,105,0,4,,2021-07-02T00:00:00+00:00,2024-06-05T00:00:00+00:00,0,0,,-0.09721,,0.49524,1.8868,0.94283,2.001209,1.96344,0.45851,10.3457,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000071,52,52,0,1,,2022-06-30T00:00:00+00:00,2023-02-13T00:00:00+00:00,0,0,,0.87913,,0.57692,1.59811,0.93448,1.71016,2.33204,0.52663,8.5546,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000061,113,113,0,4,,2021-07-16T00:00:00+00:00,2023-11-20T00:00:00+00:00,0,0,,-0.78197,,0.39823,2.19905,0.89774,2.44954,1.62103,0.3355,12.56676,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000286,57,57,0,6,,2021-09-15T00:00:00+00:00,2021-12-31T00:00:00+00:00,0,0,,-1.0,,0.36842,2.27449,0.8795,2.586117,1.50858,0.2825,17.78548,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000016,150,150,0,20,,2021-09-10T00:00:00+00:00,2021-12-06T00:00:00+00:00,0,0,,-1.0,,0.39333,2.37439,0.92797,2.558693,1.65893,0.37096,14.84792,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000129,45,45,0,2,,2021-08-24T00:00:00+00:00,2025-02-25T00:00:00+00:00,0,0,,0.28541,,0.57778,1.2452,0.88841,1.401605,1.918,0.34434,7.69673,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000047,1060,1060,0,24,,2021-07-13T00:00:00+00:00,2024-01-31T00:00:00+00:00,0,0,,-1.0,,0.36887,2.37704,0.94686,2.510445,1.46724,0.27922,38.55611,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000239,63,63,0,5,,2021-09-15T00:00:00+00:00,2025-02-25T00:00:00+00:00,0,0,,-1.0,,0.44444,1.72667,0.95304,1.81175,1.4494,0.23794,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000205,108,108,0,14,,2021-11-23T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-0.28013,,0.4537,1.49935,0.86785,1.72766,1.45958,0.21419,18.49763,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000263,112,112,0,14,,2021-08-16T00:00:00+00:00,2022-01-19T00:00:00+00:00,0,0,,0.20027,,0.51786,1.57939,0.90934,1.736853,1.86551,0.37947,9.45044,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000108,124,124,0,15,,2021-09-01T00:00:00+00:00,2021-11-12T00:00:00+00:00,0,0,,-1.0,,0.39516,2.40425,0.9491,2.533189,1.65502,0.37601,23.04161,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000145,61,61,0,4,,2021-12-01T00:00:00+00:00,2023-07-17T00:00:00+00:00,0,0,,0.16893,,0.5082,1.7696,0.89958,1.96714,2.03271,0.45689,8.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000184,123,123,0,10,,2021-10-01T00:00:00+00:00,2022-10-13T00:00:00+00:00,0,0,,-1.0,,0.43902,1.97205,0.95868,2.057047,1.60986,0.32798,24.14752,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000240,323,323,0,11,,2021-09-23T00:00:00+00:00,2026-03-27T00:00:00+00:00,0,0,,-1.0,,0.40557,2.14166,0.90743,2.360138,1.61029,0.32919,17.81732,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000178,85,85,0,2,,2021-11-01T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.37647,2.60068,0.99666,2.609395,1.57549,0.35763,7.87238,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000206,43,43,0,11,,2021-09-20T00:00:00+00:00,2023-04-24T00:00:00+00:00,0,0,,0.83534,,0.53488,1.41027,0.97648,1.444238,1.66088,0.30016,4.52955,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000062,82,82,0,4,,2021-07-21T00:00:00+00:00,2023-12-07T00:00:00+00:00,0,0,,-1.0,,0.36585,2.43566,0.93844,2.595435,1.49736,0.29599,8.31905,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000098,67,67,0,1,,2021-10-06T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-1.0,,0.38806,2.37155,0.97518,2.43191,1.54219,0.32355,12.67321,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000161,73,73,0,5,,2021-08-19T00:00:00+00:00,2021-12-31T00:00:00+00:00,0,0,,-1.0,,0.45205,1.55231,0.97799,1.587245,1.30947,0.16584,15.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000207,811,811,0,24,,2022-02-23T00:00:00+00:00,2025-11-04T00:00:00+00:00,0,0,,-1.0,,0.36991,2.30878,0.95438,2.419141,1.42024,0.25271,29.80757,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000162,61,61,0,4,,2021-08-19T00:00:00+00:00,2022-08-12T00:00:00+00:00,0,0,,-0.45872,,0.47541,1.69584,0.96445,1.758349,1.59351,0.30028,10.86079,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000185,30,30,0,5,,2023-02-08T00:00:00+00:00,2024-03-26T00:00:00+00:00,0,0,,-0.22081,,0.5,1.72859,1.0,1.72859,1.72859,0.36429,6.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000226,139,139,0,4,,2021-11-26T00:00:00+00:00,2025-06-04T00:00:00+00:00,0,0,,-1.0,,0.38129,2.24751,0.97124,2.314062,1.4261,0.25605,12.55158,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000130,37,37,0,4,,2022-07-21T00:00:00+00:00,2026-02-23T00:00:00+00:00,0,0,,-0.20179,,0.48649,1.55086,0.92998,1.667627,1.57987,0.27692,4.0,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000001,1224,1224,0,24,,2021-07-13T00:00:00+00:00,2023-11-15T00:00:00+00:00,0,0,,-1.0,,0.34477,2.53003,0.95668,2.644594,1.39154,0.24544,66.06152,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000072,171,171,0,3,,2022-01-19T00:00:00+00:00,2025-12-08T00:00:00+00:00,0,0,,1.5,,0.52632,1.46106,0.98354,1.485512,1.65057,0.30309,12.5,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000048,1075,1075,0,24,,2021-07-13T00:00:00+00:00,2024-01-26T00:00:00+00:00,0,0,,-1.0,,0.36372,2.2609,0.96194,2.350354,1.34551,0.21117,53.64194,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000086,960,960,0,24,,2021-10-22T00:00:00+00:00,2023-11-15T00:00:00+00:00,0,0,,-1.0,,0.38542,2.07681,0.9392,2.211254,1.38672,0.22322,50.90658,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000163,435,435,0,7,,2022-11-09T00:00:00+00:00,2025-12-11T00:00:00+00:00,0,0,,-1.0,,0.38621,2.28615,0.94829,2.410813,1.52261,0.30305,20.66485,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000099,79,79,0,1,,2021-09-10T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.35443,2.70504,0.92427,2.926677,1.60681,0.36207,10.90223,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000208,65,65,0,10,,2021-10-14T00:00:00+00:00,2022-04-29T00:00:00+00:00,0,0,,-1.0,,0.46154,1.9553,0.96203,2.032473,1.74211,0.38443,10.66152,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000109,113,113,0,15,,2021-08-16T00:00:00+00:00,2022-01-24T00:00:00+00:00,0,0,,-1.0,,0.41593,2.00304,0.95679,2.0935,1.49083,0.27429,12.09271,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000287,235,235,0,8,,2021-09-01T00:00:00+00:00,2026-04-20T00:00:00+00:00,0,0,,-1.0,,0.38298,2.1308,0.93755,2.272732,1.41067,0.23757,20.46314,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000018,167,167,0,18,,2021-09-15T00:00:00+00:00,2022-01-24T00:00:00+00:00,0,0,,-1.0,,0.39521,2.07346,0.94933,2.18413,1.42725,0.24531,33.0154,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000179,71,71,0,2,,2021-09-01T00:00:00+00:00,2026-04-01T00:00:00+00:00,0,0,,0.28796,,0.50704,1.31914,0.88069,1.497848,1.54064,0.23471,10.04622,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000083,68,68,0,1,,2021-07-16T00:00:00+00:00,2025-11-28T00:00:00+00:00,0,0,,-1.0,,0.44118,1.45785,1.0,1.45785,1.15093,0.08434,10.2646,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000110,752,752,0,20,,2022-02-23T00:00:00+00:00,2025-09-23T00:00:00+00:00,0,0,,-1.0,,0.37234,2.27765,0.93872,2.426336,1.43935,0.25886,31.08879,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000288,66,66,0,6,,2021-08-19T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.39394,1.73792,0.90152,1.927766,1.25305,0.13826,22.40366,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000264,139,139,0,17,,2021-09-15T00:00:00+00:00,2022-02-17T00:00:00+00:00,0,0,,-1.0,,0.3741,2.16216,0.95822,2.256434,1.34867,0.20912,30.68037,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000227,43,43,0,4,,2021-11-09T00:00:00+00:00,2026-05-01T00:00:00+00:00,0,0,,-0.13467,,0.46512,1.64182,0.92057,1.783482,1.55086,0.27124,7.03837,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000228,179,179,0,4,,2021-08-16T00:00:00+00:00,2026-01-27T00:00:00+00:00,0,0,,-1.0,,0.37989,2.08387,0.95315,2.186298,1.33936,0.20058,25.14571,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000002,210,210,0,23,,2021-12-14T00:00:00+00:00,2023-08-30T00:00:00+00:00,0,0,,-0.90147,,0.4619,1.75454,0.9619,1.824036,1.56578,0.29284,8.71901,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
PATTERN_000111,46,46,0,10,,2021-12-28T00:00:00+00:00,2023-04-19T00:00:00+00:00,0,0,,-1.0,,0.47826,1.30749,1.0,1.30749,1.19853,0.10358,6.07052,,,,,,,,,,,,,No paper trades yet; trade PnL fields are zero/blank. Statistical edge fields are research R metrics.
