experiment_id,pattern_id,variant_id,created_at,tested_at,status,reason_status,parameters_json,dataset_start,dataset_end,in_sample_start,in_sample_end,out_of_sample_start,out_of_sample_end,paper_live_start,paper_live_end,number_of_assets_tested,number_of_events,number_of_trades,gross_pnl,net_pnl,winrate,profit_factor,sharpe,sortino,max_drawdown,candidate_trial_count,global_trial_count,adjusted_p_value,wrc_p_value,spa_p_value,fit_scope,score_input_scope,event_ledger_hash,nested_discovery_replay_status,nested_discovery_replay_implemented,nested_discovery_replay_passed,edge_claim,drift_status,active_blockers,registry_path,registry_hash,registry_previous_hash,registry_run_manifest_hash,registry_hash_chain_valid,notes
EXP_PATTERN_000466_RR_4,PATTERN_000466,RR_4,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,3.25719,,,5.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000466_RR_5,PATTERN_000466,RR_5,2026-06-08T15:51:29.686821+00:00,2026-06-08T15:51:29.686821+00:00,discarded,"muestras insuficientes: 41 < 100; poca diversidad de símbolos: 6 < 8; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-23T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-23T00:00:00+00:00,,,6,41,0,,,0.60976,3.70722,,,5.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_1_5,PATTERN_000410,RR_1_5,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.15852,,,8.40755,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_2,PATTERN_000410,RR_2,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.51675,,,9.37962,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_2_5,PATTERN_000410,RR_2_5,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.77442,,,9.37962,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_3,PATTERN_000410,RR_3,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,2.97557,,,9.37962,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_4,PATTERN_000410,RR_4,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,3.32307,,,9.37962,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000410_RR_5,PATTERN_000410,RR_5,2026-06-07T17:14:02.102623+00:00,2026-06-07T17:14:02.102623+00:00,discarded,muestras insuficientes: 67 < 100; poca diversidad de símbolos: 6 < 8,"{""cluster_id"": 4, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,6,67,0,,,0.61194,3.62606,,,9.37962,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_1_5,PATTERN_000617,RR_1_5,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,1.81686,,,13.66997,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_2,PATTERN_000617,RR_2,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.15157,,,13.66997,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_2_5,PATTERN_000617,RR_2_5,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.35286,,,13.66997,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_3,PATTERN_000617,RR_3,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.50517,,,13.66997,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_4,PATTERN_000617,RR_4,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,2.79816,,,13.66997,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000617_RR_5,PATTERN_000617,RR_5,2026-06-09T09:22:48.206461+00:00,2026-06-09T09:22:48.206461+00:00,discarded,"muestras insuficientes: 81 < 100; drawdown excesivo: 13.67R > 12.00R; premium/paper promotion bloqueada en discovery: requiere Director gate con trades, fills, costes y OOS limpio","{""cluster_id"": 0, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-15T00:00:00+00:00,2022-11-18T00:00:00+00:00,2021-09-15T00:00:00+00:00,,,2022-11-18T00:00:00+00:00,,,11,81,0,,,0.5679,3.04862,,,13.66997,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_1_5,PATTERN_000103,RR_1_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.48387,1.36008,,,4.5,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_2,PATTERN_000103,RR_2,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.48387,1.71352,,,4.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_2_5,PATTERN_000103,RR_2_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,1.73589,,,6.75794,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_3,PATTERN_000103,RR_3,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,1.87392,,,6.75794,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_4,PATTERN_000103,RR_4,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,2.09997,,,6.75794,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000103_RR_5,PATTERN_000103,RR_5,2026-06-07T10:11:31.820662+00:00,2026-06-07T10:11:31.820662+00:00,discarded,muestras insuficientes: 31 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 10, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00,2021-09-10T00:00:00+00:00,,,2023-02-13T00:00:00+00:00,,,4,31,0,,,0.45161,2.2701,,,6.75794,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_1_5,PATTERN_000349,RR_1_5,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 1.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.59,2.18746,,,9.5,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_2,PATTERN_000349,RR_2,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 2.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.54,2.22205,,,16.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_2_5,PATTERN_000349,RR_2_5,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 2.5, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.2551,,,16.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_3,PATTERN_000349,RR_3,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 3.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.41664,,,16.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_4,PATTERN_000349,RR_4,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 4.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.34761,,,16.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000349_RR_5,PATTERN_000349,RR_5,2026-06-07T16:32:39.271364+00:00,2026-06-07T16:32:39.271364+00:00,discarded,poca diversidad de símbolos: 4 < 8; drawdown excesivo: 16.00R > 12.00R,"{""cluster_id"": 0, ""rr"": 5.0, ""run_params"": {}, ""side"": ""short"", ""window_size"": 50}",2021-08-19T00:00:00+00:00,2022-02-09T00:00:00+00:00,2021-08-19T00:00:00+00:00,,,2022-02-09T00:00:00+00:00,,,4,100,0,,,0.52,2.29738,,,16.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_1_5,PATTERN_000223,RR_1_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 1.5, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.575,1.77073,,,5.0,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_2,PATTERN_000223,RR_2,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 2.0, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5125,1.70667,,,5.30422,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
EXP_PATTERN_000223_RR_2_5,PATTERN_000223,RR_2_5,2026-06-07T13:02:42.354841+00:00,2026-06-07T13:02:42.354841+00:00,discarded,muestras insuficientes: 80 < 100; poca diversidad de símbolos: 4 < 8,"{""cluster_id"": 2, ""rr"": 2.5, ""run_params"": {}, ""side"": ""long"", ""window_size"": 20}",2022-08-16T00:00:00+00:00,2026-05-01T00:00:00+00:00,2022-08-16T00:00:00+00:00,,,2026-05-01T00:00:00+00:00,,,4,80,0,,,0.5,1.91201,,,5.73238,,,,,,{},{},,,,,NO_DEMOSTRADO,stable,,,,,,,Research variant metrics are in R units; no paper trade PnL exists yet.
